Unit Name,Current Guesty Tags,CITY,PMC-INFORMATION,PROPERTY-EMAIL,VILLA NET DESTINATION TAG,VILLA NET PROPERTY MANAGER NAME,VILLA NET PARTNER RESERVATION EMAIL,VILLA NET RANK,VILLA NET COMMISSION RATE,VILLA NET EXCLUSIVE UNITS MANAGED,VILLA NET YEARS IN BUSINESS,VILLA NET AVG RESPONSE TIME HOURS,VILLA NET CALENDAR SYNC 99,VILLA NET CREDIT CARD ACCEPTED,VILLA NET INSURED,VILLA NET BANK TRANSFER ACCEPTED,VILLA NET STANDARDIZED HOUSEKEEPING,VILLA NET STAFF GRATUITY GUIDELINE,VILLA NET GATED COMMUNITY,VILLA NET GOLF VILLA,VILLA NET RESORT VILLA,VILLA NET RESORT COLLECTION NAME,VILLA NET CHEF INCLUDED,VILLA NET TRUE BEACH FRONT,VILLA NET COOK INCLUDED,VILLA NET WAITER BUTLER INCLUDED,VILLA NET OCEAN FRONT,VILLA NET OCEAN VIEW,VILLA NET WALK TO BEACH,VILLA NET ACCESSIBLE,VILLA NET PRIVATE GYM,VILLA NET PRIVATE CINEMA,VILLA NET PICKLEBALL,VILLA NET TENNIS,VILLA NET GOLF CART INCLUDED,VILLA NET HEATED POOL
Milonga,"Ici et La, Marigot, St. Barts",Marigot,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mini Citron Vert,"Ici et La, Toiny, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Miramar,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mirande 4BR,"Ici et La, Pointe Milou, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MMK 3BR,"Ici et La, Saint Jean, St. Barts",St Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
My Way 5BR,"Ici et La, Flamands, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mythique 6BR,"Ici et La, Marigot, St. Barts",Marigot,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nagabaaja 4BR,"Ici et La, Anse des Cayes, St. Barts",Anse des Cayes,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nahma 4BR,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nolen,"Ici et La, Grand Cul de Sac, St. Barts",Grand Cul de Sac,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nureyev 4BR,"Ici et La, Toiny, St. Barts",Toiny,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ocean,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ocean Palm 3BR,"Ici et La, Gouverneur, St. Barts",Gouverneur,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ocean Vibes 3BR,"Ici et La, Deve, St. Barts",Dévé,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ocean's 21 4BR,"Ici et La, Petit Cul de Sac, St. Barts",Petit Cul-de-Sac,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oceana 2BR,"Ici et La, Deve, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
On the Rock,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Only View 4BR,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Only You 5BR,"Ici et La, Petit Cul de Sac, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Open Space,"Ici et La, Petit Cul de Sac, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ostra Strandgatan,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Over the Ocean 4BR,"Ici et La, Toiny, St. Barts",Toiny,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pajoma 3BR,"Ici et La, Lurin, St. Barts",Lurin,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palm 2BR,"Ici et La, Grand Cul de Sac, St. Barts",Grand Cul de Sac,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palm Beach 5BR,"Ici et La, Lorient, St. Barts",Lorient,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palm Springs 5BR,"Ici et La, Gouverneur, St. Barts",Gouverneur,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Panama,"Ici et La, Saint Jean, St. Barts",	St Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pasha 4BR,"Ici et La, Lurin, St. Barts",Lurin,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Passage 1BR,"Ici et La, Colombier, St. Barts",Corossol,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pastels 4BR,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Paulista,"Ici et La, Petit Cul de Sac, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pélican 4BR,"Ici et La, Anse des Lezards, St. Barts",Anse des Lezards,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Philea,"Ici et La, Flamands, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Phoenix,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pleasure 3BR,"Ici et La, Public, St. Barts",Public,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Plumeria's House,"Ici et La, Marigot, St. Barts",Marigot,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Poppy 3BR,"Ici et La, Montjean, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Prestige,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Privilege,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Raisiniers 2BR,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Rayon de Soleil,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Remi 3BR,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Rock,"Ici et La, Petite Saline, St. Barts",Petite Saline,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Romance 6BR,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Rose Dog 4BR,"Ici et La, Deve, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Safari 2BR,"Ici et La, Pointe Milou, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sakura 4BR,"Ici et La, Pointe Milou, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Samsara,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Santa Alicia 3BR,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sas,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sasha 3BR,"Ici et La, Corossol, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Scarlett,"Ici et La, Deve, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sea Bird,"Ici et La, Montjean, St. Barts",Montjean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seala 5BR,"Ici et La, Saint Jean, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seaside 3BR,"Ici et La, Lorient, St. Barts",Lorient,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Secret Garden,"Ici et La, Gouverneur, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Serenity 4BR,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Shell Beach 2BR,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Silver Rainbow 6BR,"Ici et La, Petit Cul de Sac, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South Wave,"Ici et La, Toiny, St. Barts",Toiny,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Star 3BR,"Ici et La, Lorient, St. Barts",Lorient,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Stellae 6BR,"Ici et La, Lorient, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Summer Breeze 4BR,"Ici et La, Grand Cul de Sac, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sunset 3BR,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sunset Corail,"Ici et La, Saint Jean, St. Barts",St Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Supersky 3BR,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tainos 4BR,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tam 3BR,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Taniko 3BR,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Teora,"Ici et La, Marigot, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Terre Indigo 3BR,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The One 3BR,"Ici et La, Colombier, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The Source 6BR,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The Town House,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The View 4BR,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ti Chato 2BR,"Ici et La, Toiny, St. Barts",Toiny,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ti Rock 3BR,"Ici et La, Grand Cul de Sac, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ti Voyage 2BR,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tichka,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tortue 4BR,"Ici et La, Marigot, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tulum 2BR,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Upside 3BR,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ushuaia,"Ici et La, Flamands, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Utopic,"Ici et La, Corossol, St. Barts",Corossol,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vague Bleue 3BR,"Ici et La, Lurin, St. Barts",Lurin,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Val André,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Valentina,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Valley 2BR,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ventura,"Ici et La, Saint Jean, St. Barts",St Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vesper,"Ici et La, Lurin, St. Barts",Lurin,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vialenc,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Art,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
